# name	cardType	attribute	monsterType	monsterAbility	type	level	attack	defense	lpendulum	rpendulum	spellType	trapType
Emergency Assistance	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Emergency Provisions	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Emergency Teleport	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Energy-Absorbing Monolith	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Enchanted Javelin	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Enchanting Fitting Room	Spell	None	None	None	None	0	0	0	0	0	Normal	None
End of the World	Spell	None	None	None	None	0	0	0	0	0	Field	None
Enemy Controller	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Energy Drain	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Enervating Mist	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Enlightenment	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Equip Shot	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Eradicating Aerosol	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Eradicator Epidemic Virus	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Escape from the Dark Dimension	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
ESP Amplifier	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Eternal Dread	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Eternal Drought	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Eternal Rest	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Everliving Underworld Cannon	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Evil Blast	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Evo-Karma	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Evo-Miracle	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Evolution Burst	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Evolutionary Bridge	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Exchange	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Exchange of the Spirit	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Exhausting Spell	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Exile of the Wicked	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Explosive Urchin	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Exterio's Fang	Trap	None	None	None	None	0	0	0	0	0	None	Counter
Extra Gate	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Factory of 100 Machines	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Fairy Box	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Fairy Meteor Crush	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Fairy of the Spring	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Fairy Wind	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Fairy's Hand Mirror	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Fake Explosion	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Fake Feather	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Fake Hero	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Fake Trap	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Falling Down	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Fatal Abacus	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Feather Shot	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Feather Wind	Trap	None	None	None	None	0	0	0	0	0	None	Counter
Fengsheng Mirror	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Field Barrier	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Fiend Comedian	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Fiendish Chain	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Fiend's Hand Mirror	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Fiend's Sanctuary	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Fiery Fervor	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Fifth Hope	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Fighting Spirit	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Final Attack Orders	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Final Countdown	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Final Destiny	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Final Flame	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Final Ritual of the Ancients	Spell	None	None	None	None	0	0	0	0	0	Field	None
Fine	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Fire Darts	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Fires of Doomsday	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Firewall	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
First Step Towards Infestation	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Fish and Kicks	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Fish and Swaps	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Fish Depth Charge	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Fish Rain	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Fissure	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Flamvell Counter	Trap	None	None	None	None	0	0	0	0	0	None	Counter
Flash of the Forbidden Spell	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Flashbang	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Flint	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Flint Missile	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Fog Control	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Follow Wind	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Foolish Burial	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Foolish Return	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Foolish Revival	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Forbidden Chalice	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Forbidden Graveyard	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Forbidden Lance	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Forced Back	Trap	None	None	None	None	0	0	0	0	0	None	Counter
Forced Ceasefire	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Forced Requisition	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Forest	Spell	None	None	None	None	0	0	0	0	0	Field	None
Forgotten Temple of the Deep	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Formation Union	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Fortissimo the Mobile Fortress	Spell	None	None	None	None	0	0	0	0	0	Field	None
Fortress Whale's Oath	Spell	None	None	None	None	0	0	0	0	0	Field	None
Fortune's Future	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Fossil Dig	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Fossil Excavation	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Fragrance Storm	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Froggy Forcefield	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Frontline Base	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Fruits of Kozaky's Studies	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Fuhma Shuriken	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Fuh-Rin-Ka-Zan	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Fulfillment of the Contract	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Full House	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Full Salvo	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Fusion Gate	Spell	None	None	None	None	0	0	0	0	0	Field	None
Fusion Guard	Trap	None	None	None	None	0	0	0	0	0	None	Counter
Fusion Recovery	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Fusion Sage	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Fusion Sword Murasame Blade	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Fusion Weapon	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Future Fusion	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Future Glow	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Future Visions	Spell	None	None	None	None	0	0	0	0	0	Field	None
Gaia Power	Spell	None	None	None	None	0	0	0	0	0	Field	None
Gamble	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Garma Sword Oath	Spell	None	None	None	None	0	0	0	0	0	Field	None
Gather Your Mind	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Gateway of the Six	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Gateway to Dark World	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Geartown	Spell	None	None	None	None	0	0	0	0	0	Field	None
Gem-Enhancement	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Gem-Knight Fusion	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Gem Flash Energy	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Gemini Booster	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Gemini Counter	Trap	None	None	None	None	0	0	0	0	0	None	Counter
Gemini Spark	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Gemini Trap Hole	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Generation Shift	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Germ Infection	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Get Your Game On!	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Giant Trap Hole	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Giant Trunade	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Gift Card	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Gift of the Martyr	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Gift of the Mystical Elf	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Gishki Aquamirror	Spell	None	None	None	None	0	0	0	0	0	Field	None
Give and Take	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Gladiator Beast War Chariot	Trap	None	None	None	None	0	0	0	0	0	None	Counter
Gladiator Beast's Battle Archfiend Shield	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Gladiator Beast's Battle Gladius	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Gladiator Beast's Battle Halberd	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Gladiator Beast's Battle Manica	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Gladiator Beast's Respite	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Gladiator Lash	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Gladiator Proving Ground	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Gladiator Taming	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Gladiator's Return	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Gleipnir, the Fetters of Fenrir	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Glorious Illusion	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Goblin Fan	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Goblin Out of the Frying Pan	Trap	None	None	None	None	0	0	0	0	0	None	Counter
Goblin Thief	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Goblin's Secret Remedy	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Gold Sarcophagus	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Golden Bamboo Sword	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Golden Gearbox	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Good Goblin Housekeeping	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Gorgon's Eye	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Gotterdammerung	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Gottoms' Emergency Call	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Gozen Match	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Graceful Charity	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Graceful Dice	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Graceful Revival	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Grand Convergence	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Gravedigger Ghoul	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Gravekeeper's Servant	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Gravekeeper's Stele	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Graverobber	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Graverobber's Retribution	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Gravelstorm	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Grave Lure	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Grave of the Super Ancient Organism	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Gravity Axe - Grarl	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Gravity Bind	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Gravity Collapse	Trap	None	None	None	None	0	0	0	0	0	None	Counter
Greed	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Greed Grado	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Ground Collapse	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Gryphon Wing	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Gryphon's Feather Duster	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Guard Mines	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Guard Penalty	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Gust	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Gust Fan	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Guts of Steel	Spell	None	None	None	None	0	0	0	0	0	Normal	None
H - Heated Heart	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Half Counter	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Half or Nothing	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Half Shut	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Hallowed Life Barrier	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Hamburger Recipe	Spell	None	None	None	None	0	0	0	0	0	Field	None
Hammer Shot	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Hand Destruction	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Hard-sellin' Goblin	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Hard-sellin' Zombie	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Harmonic Waves	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Harpies' Feather Duster	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Harpies' Hunting Ground	Spell	None	None	None	None	0	0	0	0	0	Field	None
Hate Buster	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Heart of Clear Water	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Heart of the Underdog	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Heartfelt Appeal	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Heat Wave	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Heavy Slump	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Herculean Power	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Hero Barrier	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Hero Blast	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Hero Counterattack	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Hero Flash!!	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Hero Heart	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Hero Mask	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Hero Medal	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Hero Ring	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Hero Signal	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Hero Spirit	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Hero's Rule 2	Trap	None	None	None	None	0	0	0	0	0	None	Counter
HERO's Bond	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Hidden Armory	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Hidden Book of Spell	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Hidden Soldiers	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Hieroglyph Lithograph	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Hinotama	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Hope for Escape	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Horn of Heaven	Trap	None	None	None	None	0	0	0	0	0	None	Counter
Horn of Light	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Horn of the Phantom Beast	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Horn of the Unicorn	Spell	None	None	None	None	0	0	0	0	0	Equip	None
House of Adhesive Tape	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Howl of the Wild	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Huge Revolution	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Human-Wave Tactics	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Hunting Instinct	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Hydro Pressure Cannon	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Hysteric Party	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Icarus Attack	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Icy Crevasse	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Impenetrable Formation	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Imperial Custom	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Imperial Iron Wall	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Imperial Order	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Incandescent Ordeal	Spell	None	None	None	None	0	0	0	0	0	Field	None
Indomitable Gladiator Beast	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Infected Mail	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Infernity Barrier	Trap	None	None	None	None	0	0	0	0	0	None	Counter
Infernity Break	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Infernity Force	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Infernity Inferno	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Infernity Launcher	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Infernity Reflector	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Inferno Fire Blast	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Inferno Reckless Summon	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Inferno Tempest	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Infestation Wave	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Infinite Cards	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Infinite Dismissal	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Inherited Fortune	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Insect Barrier	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Insect Imitation	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Insect Neglect	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Inspection	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Instant Fusion	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Instant Neo Space	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Intercept	Trap	None	None	None	None	0	0	0	0	0	None	Counter
Intercept Wave	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Interdimensional Matter Transporter	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Interdimensional Warp	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Into the Void	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Introduction to Gallantry	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Inverse Universe	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Invigoration	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Iron Core Armor	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Iron Core Immediate Disposal	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Iron Core Luster	Trap	None	None	None	None	0	0	0	0	0	None	Counter
Iron Core of Koa'ki Meiru	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Iron Core Specimen Lab	Spell	None	None	None	None	0	0	0	0	0	Field	None
Ivy Shackles	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Jade Insect Whistle	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Jam Breeding Machine	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Jam Defender	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Jar of Greed	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Jar Robber	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Javelin Beetle Pact	Spell	None	None	None	None	0	0	0	0	0	Field	None
Judgment of Anubis	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Judgment of the Desert	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Judgment of the Pharaoh	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Judgment of Thunder	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Junk Barrage	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Junk Box	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Jurassic World	Spell	None	None	None	None	0	0	0	0	0	Field	None
Just Desserts	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Justi-Break	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Kaiser Colosseum	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Kaminote Blow	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Karakuri Anatomy	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Karakuri Cash Cache	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Karakuri Cash Shed	Trap	None	None	None	None	0	0	0	0	0	None	Counter
Karakuri Gold Dust	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Karakuri Klock	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Karakuri Showdown Castle	Spell	None	None	None	None	0	0	0	0	0	Field	None
Karakuri Trick House	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Karma Cut	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Kid Guard	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Kishido Spirit	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Knight's Title	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Koa'ki Meiru Initialize!	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Koa'ki Meiru Shield	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Koa'ki Ring	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Kozaky's Self-Destruct Button	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Kunai with Chain	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Labyrinth of Nightmare	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Lair Wire	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Landoise's Luminous Moss	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Laser Cannon Armor	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Last Day of Witch	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Last Resort	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Last Turn	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Last Will	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Leeching the Light	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Legacy of Yata-Garasu	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Legendary Black Belt	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Legendary Ebon Steed	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Legendary Sword	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Legendary Wind-Up Key	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Leodrake's Mane	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Level Conversion Lab	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Level Down!?	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Level Limit - Area A	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Level Limit - Area B	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Level Modulation	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Level Retuner	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Level Tuning	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Level Up!	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Liberty at Last!	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Life Absorbing Machine	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Life Equalizer	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Light Barrier	Spell	None	None	None	None	0	0	0	0	0	Field	None
Light-Imprisoning Mirror	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Light Laser	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Light of Destruction	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Light of Intervention	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Light of Judgment	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Light of Redemption	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Light Spiral	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Lightforce Sword	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Lighten the Load	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Lightning Blade	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Lightning Vortex	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Lightsworn Barrier	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Lightsworn Sabre	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Lightwave Tuning	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Limit Impulse	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Limit Reverse	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Limiter Overload	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Limiter Removal	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Lineage of Destruction	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Linear Accelerator Cannon	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Localized Tornado	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Lone Wolf	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Lucky Chance	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Lucky Cloud	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Lucky Iron Axe	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Lumenize	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Luminous Spark	Spell	None	None	None	None	0	0	0	0	0	Field	None
Machina Armored Unit	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Machine Assembly Line	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Machine Conversion Factory	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Machine Duplication	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Machine King - 3000 B.C.	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Macro Cosmos	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Mage Power	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Magic Cylinder	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Magic Drain	Trap	None	None	None	None	0	0	0	0	0	None	Counter
Magic Formula	Spell	None	None	None	None	0	0	0	0	0	Equip	None
